# noise_analysis run from DCC-NOISE-001003 at Wed Apr 17 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
17/04/2013 00:05:00,   50.04,   55.80,   44.25,   52.81,   57.44,   48.32
17/04/2013 00:10:00,   53.79,   58.80,   46.41,   55.72,   59.57,   49.86
17/04/2013 00:15:00,   51.08,   55.98,   43.12,   54.06,   57.92,   47.44
17/04/2013 00:20:00,   51.42,   56.93,   44.82,   53.86,   58.38,   48.16
17/04/2013 00:25:00,   52.27,   57.15,   45.56,   55.38,   60.11,   49.33
17/04/2013 00:30:00,   50.78,   56.02,   43.97,   52.91,   57.46,   48.13
17/04/2013 00:35:00,   48.77,   54.43,   42.94,   51.30,   55.96,   46.82
17/04/2013 00:40:00,   50.45,   54.77,   43.68,   54.19,   58.39,   47.44
17/04/2013 00:45:00,   48.95,   53.54,   42.41,   51.97,   56.92,   46.96
17/04/2013 00:50:00,   50.39,   57.24,   42.57,   54.88,   62.26,   47.16
17/04/2013 00:55:00,   51.13,   57.77,   43.15,   54.22,   60.22,   47.10
17/04/2013 01:00:00,   49.85,   57.00,   41.61,   52.39,   58.17,   45.98
17/04/2013 01:05:00,   50.20,   55.30,   42.77,   52.99,   58.08,   46.67
17/04/2013 01:10:00,   47.88,   54.59,   40.51,   51.44,   57.56,   45.15
17/04/2013 01:15:00,   47.74,   54.10,   39.67,   50.32,   56.45,   44.17
17/04/2013 01:20:00,   45.40,   51.37,   39.16,   48.44,   53.65,   43.77
17/04/2013 01:25:00,   48.27,   54.49,   40.36,   50.60,   55.86,   44.58
17/04/2013 01:30:00,   46.43,   52.72,   39.55,   49.87,   54.44,   45.07
17/04/2013 01:35:00,   45.04,   51.09,   37.87,   47.99,   52.74,   42.96
17/04/2013 01:40:00,   47.27,   53.77,   38.12,   49.43,   55.37,   42.24
17/04/2013 01:45:00,   46.00,   54.44,   36.86,   48.68,   56.07,   42.17
17/04/2013 01:50:00,   43.61,   49.02,   35.96,   47.08,   51.90,   41.04
17/04/2013 01:55:00,   45.60,   52.59,   35.84,   50.87,   56.79,   41.58
17/04/2013 02:00:00,   48.84,   55.59,   35.92,   56.39,   62.91,   40.89
17/04/2013 02:05:00,   47.85,   54.75,   36.88,   50.63,   57.30,   41.12
17/04/2013 02:10:00,   43.70,   50.26,   35.95,   50.85,   55.98,   42.27
17/04/2013 02:15:00,   43.55,   48.68,   37.66,   50.55,   56.48,   43.34
17/04/2013 02:20:00,   43.58,   51.91,   35.45,   48.31,   54.83,   41.07
17/04/2013 02:25:00,   41.00,   47.32,   35.67,   45.99,   52.13,   40.72
17/04/2013 02:30:00,   43.46,   49.93,   35.71,   46.19,   50.93,   40.65
17/04/2013 02:35:00,   40.59,   42.04,   34.88,   44.08,   45.93,   40.10
17/04/2013 02:40:00,   41.48,   48.25,   35.83,   44.10,   47.60,   40.61
17/04/2013 02:45:00,   46.81,   54.65,   36.47,   48.93,   55.31,   41.67
17/04/2013 02:50:00,   47.27,   55.51,   37.90,   51.17,   58.57,   43.69
17/04/2013 02:55:00,   46.36,   51.93,   38.22,   51.11,   54.95,   44.44
17/04/2013 03:00:00,   43.90,   49.69,   36.17,   51.97,   57.66,   42.47
17/04/2013 03:05:00,   46.46,   53.26,   35.98,   52.36,   60.12,   41.51
17/04/2013 03:10:00,   44.72,   50.49,   37.01,   48.01,   51.56,   42.83
17/04/2013 03:15:00,   47.22,   53.21,   36.82,   49.30,   55.61,   41.82
17/04/2013 03:20:00,   48.11,   54.81,   36.58,   52.10,   58.32,   41.31
17/04/2013 03:25:00,   43.83,   51.26,   36.06,   46.65,   51.08,   41.02
17/04/2013 03:30:00,   45.64,   52.70,   37.45,   49.55,   55.61,   42.19
17/04/2013 03:35:00,   45.00,   52.23,   36.81,   49.65,   55.42,   41.83
17/04/2013 03:40:00,   45.67,   51.20,   36.40,   51.72,   58.48,   41.66
17/04/2013 03:45:00,   43.71,   48.86,   37.27,   50.45,   55.84,   43.19
17/04/2013 03:50:00,   42.45,   44.65,   36.92,   52.67,   58.61,   42.77
17/04/2013 03:55:00,   48.89,   54.43,   38.23,   51.95,   56.56,   43.42
17/04/2013 04:00:00,   44.91,   51.63,   37.04,   50.28,   55.44,   42.75
17/04/2013 04:05:00,   44.66,   51.89,   37.43,   48.65,   54.00,   42.66
17/04/2013 04:10:00,   44.67,   50.65,   37.43,   53.46,   60.34,   43.69
17/04/2013 04:15:00,   41.35,   45.46,   36.34,   47.13,   51.43,   42.25
17/04/2013 04:20:00,   44.55,   50.45,   37.50,   48.12,   54.57,   42.63
17/04/2013 04:25:00,   46.68,   52.22,   39.90,   49.45,   55.04,   44.05
17/04/2013 04:30:00,   45.25,   50.29,   39.70,   48.65,   52.14,   44.74
17/04/2013 04:35:00,   46.39,   50.89,   40.66,   48.89,   51.97,   45.32
17/04/2013 04:40:00,   48.62,   54.35,   41.91,   50.86,   55.80,   46.43
17/04/2013 04:45:00,   49.24,   54.12,   42.41,   52.52,   58.16,   46.58
17/04/2013 04:50:00,   49.02,   53.44,   43.49,   52.27,   56.16,   48.15
17/04/2013 04:55:00,   47.90,   52.69,   42.79,   51.02,   54.50,   47.81
17/04/2013 05:00:00,   48.71,   53.46,   43.46,   51.66,   54.69,   48.81
