# noise_analysis run from DCC-NOISE-001003 at Fri Apr 26 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
26/04/2013 00:05:00,   52.03,   56.08,   46.55,   54.69,   57.79,   50.44
26/04/2013 00:10:00,   53.01,   57.66,   47.50,   56.03,   60.35,   51.44
26/04/2013 00:15:00,   53.97,   58.56,   46.57,   56.45,   60.55,   50.38
26/04/2013 00:20:00,   53.62,   58.71,   46.55,   55.63,   60.01,   50.62
26/04/2013 00:25:00,   52.31,   56.94,   45.65,   54.69,   58.52,   49.30
26/04/2013 00:30:00,   53.03,   57.95,   47.88,   55.45,   59.16,   51.32
26/04/2013 00:35:00,   53.36,   57.92,   47.69,   55.56,   60.15,   50.67
26/04/2013 00:40:00,   53.50,   58.26,   47.79,   56.19,   60.09,   51.52
26/04/2013 00:45:00,   52.93,   57.04,   47.70,   55.27,   58.71,   51.01
26/04/2013 00:50:00,   53.42,   58.47,   47.06,   57.72,   62.45,   51.36
26/04/2013 00:55:00,   53.44,   58.17,   44.88,   55.90,   59.95,   49.42
26/04/2013 01:00:00,   52.94,   58.49,   46.11,   55.33,   60.22,   50.03
26/04/2013 01:05:00,   52.63,   57.03,   45.51,   55.80,   59.74,   49.49
26/04/2013 01:10:00,   51.24,   56.00,   45.97,   54.58,   58.75,   49.95
26/04/2013 01:15:00,   53.13,   58.17,   45.20,   55.67,   60.29,   49.77
26/04/2013 01:20:00,   54.29,   58.62,   47.05,   56.72,   60.53,   50.43
26/04/2013 01:25:00,   52.76,   56.94,   46.87,   55.31,   59.34,   50.76
26/04/2013 01:30:00,   51.63,   56.41,   46.87,   54.51,   58.47,   50.47
26/04/2013 01:35:00,   49.72,   54.31,   44.20,   53.00,   56.52,   48.92
26/04/2013 01:40:00,   50.54,   56.42,   43.89,   53.49,   58.76,   47.86
26/04/2013 01:45:00,   53.20,   58.59,   45.60,   55.30,   59.95,   49.05
26/04/2013 01:50:00,   50.55,   57.17,   43.24,   53.13,   58.54,   48.15
26/04/2013 01:55:00,   51.42,   57.47,   44.18,   53.77,   58.54,   48.98
26/04/2013 02:00:00,   52.66,   57.74,   46.02,   55.49,   59.35,   50.46
26/04/2013 02:05:00,   50.58,   55.36,   45.14,   54.10,   57.59,   50.21
26/04/2013 02:10:00,   49.56,   52.96,   44.24,   52.83,   56.09,   48.99
26/04/2013 02:15:00,   50.54,   56.86,   45.38,   54.12,   58.92,   50.55
