# noise_analysis run from DCC-NOISE-001003 at Tue Apr 16 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
16/04/2013 05:50:00,   57.08,   61.09,   50.65,   65.34,   71.51,   54.79
16/04/2013 05:55:00,   53.81,   57.53,   48.90,   58.61,   62.93,   53.40
16/04/2013 06:00:00,   55.21,   58.95,   50.72,   61.36,   65.21,   54.87
16/04/2013 06:05:00,   55.84,   59.82,   51.08,   60.72,   65.24,   54.99
16/04/2013 06:10:00,   57.64,   62.25,   51.96,   60.58,   64.00,   55.68
16/04/2013 06:15:00,   61.10,   64.23,   55.47,   65.55,   71.33,   58.96
16/04/2013 06:20:00,   57.73,   61.65,   52.57,   62.62,   65.82,   56.61
16/04/2013 06:25:00,   57.93,   61.46,   53.25,   62.16,   65.82,   56.97
16/04/2013 06:30:00,   58.31,   61.04,   53.54,   63.41,   67.84,   57.35
16/04/2013 06:35:00,   58.45,   61.02,   54.77,   63.41,   66.88,   58.88
16/04/2013 06:40:00,   58.91,   61.36,   54.32,   65.44,   70.14,   58.40
16/04/2013 06:45:00,   58.30,   60.50,   54.73,   63.77,   67.07,   58.95
16/04/2013 06:50:00,   59.76,   61.92,   56.23,   66.17,   69.73,   60.92
16/04/2013 06:55:00,   59.17,   61.69,   55.25,   64.44,   68.80,   59.46
16/04/2013 07:00:00,   59.11,   61.98,   55.68,   65.50,   70.18,   59.58
16/04/2013 07:05:00,   59.57,   62.42,   55.90,   64.71,   68.50,   59.52
16/04/2013 07:10:00,   60.09,   62.49,   56.44,   64.85,   68.59,   60.29
16/04/2013 07:15:00,   60.17,   62.72,   57.00,   64.57,   67.18,   60.96
16/04/2013 07:20:00,   60.79,   63.40,   57.73,   65.49,   68.32,   61.79
16/04/2013 07:25:00,   61.42,   64.93,   57.33,   66.90,   71.44,   60.86
16/04/2013 07:30:00,   59.81,   61.97,   56.48,   64.75,   66.92,   60.44
16/04/2013 07:35:00,   61.28,   63.75,   56.94,   67.86,   72.05,   61.60
16/04/2013 07:40:00,   61.65,   64.30,   57.27,   68.75,   73.34,   61.76
16/04/2013 07:45:00,   61.81,   63.68,   57.43,   69.57,   75.16,   61.80
16/04/2013 07:50:00,   62.88,   64.92,   59.05,   70.91,   74.84,   63.27
16/04/2013 07:55:00,   61.39,   63.74,   57.95,   67.81,   72.15,   61.71
16/04/2013 08:00:00,   62.34,   65.12,   58.77,   70.16,   75.86,   63.40
16/04/2013 08:05:00,   60.22,   62.97,   57.03,   67.17,   70.69,   62.12
16/04/2013 08:10:00,   60.53,   63.13,   57.35,   67.61,   71.77,   62.64
16/04/2013 08:15:00,   60.15,   62.53,   56.04,   66.70,   71.27,   61.13
16/04/2013 08:20:00,   59.86,   61.85,   56.68,   67.69,   73.17,   61.66
16/04/2013 08:25:00,   61.68,   63.31,   57.07,   69.76,   73.82,   62.31
16/04/2013 08:30:00,   60.64,   63.88,   57.19,   67.42,   71.41,   62.29
16/04/2013 08:35:00,   60.69,   63.61,   56.74,   68.33,   73.41,   61.59
16/04/2013 08:40:00,   61.93,   63.20,   57.57,   69.19,   71.06,   62.92
16/04/2013 08:45:00,   60.04,   61.90,   56.44,   67.34,   71.67,   61.01
16/04/2013 08:50:00,   62.06,   65.19,   57.68,   70.76,   76.86,   62.79
16/04/2013 08:55:00,   62.75,   65.65,   57.29,   71.49,   77.64,   62.86
16/04/2013 09:00:00,   62.54,   64.40,   57.82,   70.12,   74.94,   62.63
16/04/2013 09:05:00,   60.95,   63.01,   57.19,   67.73,   71.94,   62.31
16/04/2013 09:10:00,   61.32,   63.68,   57.77,   68.92,   72.63,   62.76
16/04/2013 09:15:00,   60.87,   63.10,   57.19,   68.41,   73.81,   61.61
16/04/2013 09:20:00,   62.16,   65.27,   57.78,   69.20,   72.65,   62.05
16/04/2013 09:25:00,   65.80,   70.32,   59.32,   71.51,   77.49,   63.77
16/04/2013 09:30:00,   63.39,   66.71,   59.09,   71.72,   78.45,   63.64
16/04/2013 09:35:00,   63.31,   65.71,   58.47,   71.05,   75.70,   62.59
16/04/2013 09:40:00,   65.11,   69.16,   58.33,   74.04,   80.97,   63.04
16/04/2013 09:45:00,   63.24,   66.16,   58.36,   72.03,   77.69,   63.18
16/04/2013 09:50:00,   61.32,   63.80,   57.48,   69.87,   75.51,   62.63
16/04/2013 09:55:00,   61.13,   65.02,   55.75,   69.68,   76.03,   60.31
16/04/2013 10:00:00,   62.84,   66.46,   58.05,   70.28,   75.22,   63.00
16/04/2013 10:05:00,   61.95,   65.04,   57.65,   71.03,   77.92,   62.66
16/04/2013 10:10:00,   61.59,   64.38,   56.64,   69.66,   74.36,   61.42
16/04/2013 10:15:00,   62.83,   64.84,   58.00,   70.93,   76.05,   61.94
16/04/2013 10:20:00,   63.16,   66.88,   58.52,   71.86,   78.26,   63.88
16/04/2013 10:25:00,   63.43,   66.97,   57.81,   72.95,   79.31,   63.19
16/04/2013 10:30:00,   63.97,   67.70,   58.36,   73.32,   80.13,   63.94
16/04/2013 10:35:00,   61.32,   63.81,   57.05,   67.59,   70.35,   62.06
16/04/2013 10:40:00,   60.75,   63.43,   56.82,   68.01,   73.41,   61.74
16/04/2013 10:45:00,   61.48,   63.81,   58.38,   69.90,   74.54,   62.82
16/04/2013 10:50:00,   61.94,   64.99,   57.42,   66.83,   71.94,   61.12
16/04/2013 10:55:00,   61.81,   64.42,   57.67,   68.13,   72.66,   62.59
16/04/2013 11:00:00,   64.15,   68.03,   58.47,   72.54,   78.42,   62.52
16/04/2013 11:05:00,   66.81,   69.29,   62.15,   75.75,   80.44,   68.53
16/04/2013 11:10:00,   68.38,   70.86,   64.49,   77.22,   80.59,   71.29
