# noise_analysis run from DCC-NOISE-001003 at Mon Apr 15 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
15/04/2013 00:05:00,   56.42,   60.43,   50.44,   64.22,   70.23,   55.00
15/04/2013 00:10:00,   58.03,   62.52,   51.14,   66.97,   73.68,   56.34
15/04/2013 00:15:00,   57.11,   60.28,   51.81,   64.78,   69.57,   56.53
15/04/2013 00:20:00,   59.75,   63.17,   51.84,   68.44,   72.74,   57.24
15/04/2013 00:25:00,   57.28,   60.12,   52.55,   65.55,   71.14,   56.74
15/04/2013 00:30:00,   58.45,   61.75,   52.67,   65.51,   69.72,   57.88
15/04/2013 00:35:00,   57.49,   60.86,   50.85,   66.68,   73.73,   55.37
15/04/2013 00:40:00,   56.56,   59.83,   50.36,   62.88,   67.19,   55.36
15/04/2013 00:45:00,   58.82,   62.32,   53.63,   66.83,   72.44,   58.42
15/04/2013 00:50:00,   56.55,   61.06,   50.05,   65.70,   71.64,   54.68
15/04/2013 00:55:00,   58.21,   61.07,   51.64,   66.30,   71.71,   56.24
15/04/2013 01:00:00,   56.64,   59.62,   51.16,   64.02,   69.51,   57.05
15/04/2013 01:05:00,   58.57,   61.97,   51.99,   67.07,   72.60,   56.62
15/04/2013 01:10:00,   58.29,   61.76,   51.65,   67.77,   73.41,   56.72
15/04/2013 01:15:00,   57.71,   61.08,   51.53,   65.95,   72.06,   56.12
15/04/2013 01:20:00,   56.26,   60.19,   50.57,   64.94,   72.31,   55.69
15/04/2013 01:25:00,   57.67,   61.48,   49.90,   65.52,   70.20,   55.32
15/04/2013 01:30:00,   56.91,   60.71,   51.60,   64.06,   68.83,   56.90
15/04/2013 01:35:00,   57.50,   61.31,   51.53,   66.81,   73.99,   56.53
15/04/2013 01:40:00,   57.71,   61.96,   50.65,   66.42,   72.84,   55.38
15/04/2013 01:45:00,   58.38,   62.05,   50.85,   67.31,   73.33,   56.27
15/04/2013 01:50:00,   57.54,   61.99,   50.81,   67.95,   74.90,   55.82
15/04/2013 01:55:00,   58.15,   62.94,   50.11,   67.12,   73.87,   55.54
15/04/2013 02:00:00,   57.22,   60.72,   50.21,   66.99,   73.01,   55.87
15/04/2013 02:05:00,   55.17,   59.42,   49.25,   64.15,   68.42,   54.97
15/04/2013 02:10:00,   58.10,   62.44,   50.03,   68.01,   74.59,   55.35
15/04/2013 02:15:00,   58.86,   63.12,   51.49,   68.76,   74.99,   57.15
15/04/2013 02:20:00,   57.74,   62.28,   50.20,   67.24,   74.28,   55.91
15/04/2013 02:25:00,   53.07,   56.06,   48.79,   61.49,   65.79,   54.27
15/04/2013 02:30:00,   57.21,   61.92,   48.64,   67.35,   74.15,   54.05
15/04/2013 02:35:00,   56.43,   60.37,   49.33,   67.48,   74.86,   54.90
