# noise_analysis run from DCC-NOISE-001003 at Sat Apr 27 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
27/04/2013 00:05:00,   55.92,   59.33,   50.42,   58.11,   61.35,   53.44
27/04/2013 00:10:00,   55.09,   58.46,   48.41,   58.60,   61.53,   52.49
27/04/2013 00:15:00,   55.38,   58.68,   50.40,   58.27,   60.93,   53.79
27/04/2013 00:20:00,   54.12,   57.98,   49.09,   57.60,   60.89,   52.50
27/04/2013 00:25:00,   53.91,   59.00,   47.88,   56.57,   61.00,   51.56
27/04/2013 00:30:00,   54.06,   58.03,   48.48,   56.81,   60.34,   52.54
27/04/2013 00:35:00,   53.37,   56.71,   48.67,   56.50,   59.64,   52.23
27/04/2013 00:40:00,   53.59,   57.39,   48.09,   56.62,   59.90,   52.37
27/04/2013 00:45:00,   53.00,   57.08,   48.40,   56.15,   59.47,   52.31
27/04/2013 00:50:00,   54.04,   58.55,   48.78,   56.94,   60.45,   52.45
27/04/2013 00:55:00,   54.56,   58.19,   49.11,   58.20,   61.30,   53.50
27/04/2013 01:00:00,   54.35,   58.23,   47.91,   56.67,   59.77,   51.76
27/04/2013 01:05:00,   54.57,   59.05,   48.46,   57.47,   61.52,   52.24
27/04/2013 01:10:00,   54.14,   59.04,   46.89,   56.26,   60.36,   50.51
27/04/2013 01:15:00,   54.14,   58.06,   47.97,   56.91,   60.35,   51.51
27/04/2013 01:20:00,   55.23,   59.30,   49.29,   57.84,   61.43,   52.46
27/04/2013 01:25:00,   54.35,   58.44,   48.05,   56.72,   59.90,   51.67
27/04/2013 01:30:00,   54.25,   58.74,   46.58,   56.40,   60.50,   50.66
27/04/2013 01:35:00,   52.94,   57.79,   47.15,   55.44,   59.22,   50.91
27/04/2013 01:40:00,   51.57,   55.14,   47.89,   55.54,   57.67,   52.12
27/04/2013 01:45:00,   53.02,   57.80,   47.37,   55.51,   59.41,   51.35
27/04/2013 01:50:00,   53.41,   57.32,   46.91,   55.77,   59.25,   50.66
27/04/2013 01:55:00,   52.09,   56.46,   47.25,   54.79,   58.82,   50.94
27/04/2013 02:00:00,   54.41,   58.53,   48.08,   56.60,   60.03,   51.76
27/04/2013 02:05:00,   53.99,   58.15,   48.44,   56.81,   60.87,   52.07
27/04/2013 02:10:00,   54.84,   59.65,   47.08,   56.93,   61.25,   50.79
27/04/2013 02:15:00,   53.49,   57.86,   47.57,   56.26,   59.83,   51.65
27/04/2013 02:20:00,   52.80,   57.51,   46.22,   56.10,   60.76,   49.96
27/04/2013 02:25:00,   52.92,   57.90,   46.13,   55.71,   59.77,   50.25
27/04/2013 02:30:00,   51.66,   56.00,   46.04,   54.44,   58.52,   50.43
27/04/2013 02:35:00,   52.37,   58.05,   45.02,   55.24,   60.21,   49.02
27/04/2013 02:40:00,   54.78,   59.64,   46.16,   56.51,   60.85,   50.02
27/04/2013 02:45:00,   56.43,   60.39,   46.99,   58.54,   63.20,   50.23
27/04/2013 02:50:00,   53.01,   59.56,   44.38,   55.11,   60.54,   48.53
27/04/2013 02:55:00,   53.69,   59.46,   43.56,   55.77,   61.03,   47.63
27/04/2013 03:00:00,   50.48,   55.61,   43.51,   53.52,   57.86,   48.39
27/04/2013 03:05:00,   50.97,   56.88,   43.86,   54.72,   60.28,   47.96
27/04/2013 03:10:00,   51.90,   57.17,   44.43,   54.44,   58.82,   48.06
27/04/2013 03:15:00,   51.87,   57.66,   44.32,   54.61,   60.48,   48.23
27/04/2013 03:20:00,   51.94,   57.62,   44.98,   54.59,   59.23,   48.82
27/04/2013 03:25:00,   50.97,   56.94,   43.17,   53.32,   58.79,   46.97
27/04/2013 03:30:00,   51.53,   58.22,   44.85,   53.66,   59.26,   48.53
27/04/2013 03:35:00,   52.31,   57.16,   45.65,   56.36,   60.19,   49.92
27/04/2013 03:40:00,   51.44,   57.24,   44.83,   54.56,   59.75,   48.57
27/04/2013 03:45:00,   52.75,   58.56,   44.93,   55.69,   60.28,   48.78
27/04/2013 03:50:00,   48.36,   53.28,   42.46,   51.44,   55.96,   46.73
27/04/2013 03:55:00,   50.95,   57.11,   43.08,   53.91,   59.23,   47.08
27/04/2013 04:00:00,   51.98,   58.52,   44.84,   54.50,   60.43,   48.65
27/04/2013 04:05:00,   50.92,   56.78,   44.60,   54.38,   59.22,   48.73
27/04/2013 04:10:00,   51.31,   56.82,   43.89,   54.29,   58.86,   47.97
27/04/2013 04:15:00,   53.02,   59.10,   45.43,   55.33,   60.67,   49.19
27/04/2013 04:20:00,   51.42,   56.57,   44.62,   54.61,   60.04,   48.06
27/04/2013 04:25:00,   51.90,   58.31,   45.42,   53.86,   59.35,   48.78
27/04/2013 04:30:00,   50.36,   55.10,   45.02,   53.06,   57.46,   48.71
27/04/2013 04:35:00,   53.32,   58.35,   45.95,   55.92,   60.12,   49.48
27/04/2013 04:40:00,   50.77,   55.79,   45.17,   53.09,   57.94,   48.58
27/04/2013 04:45:00,   50.43,   54.14,   45.84,   52.99,   56.82,   49.36
27/04/2013 04:50:00,   54.19,   59.44,   47.32,   56.36,   60.98,   50.36
27/04/2013 04:55:00,   51.16,   56.02,   45.44,   53.79,   58.27,   49.48
27/04/2013 05:00:00,   51.57,   55.96,   45.92,   53.79,   58.65,   49.07
27/04/2013 05:05:00,   52.51,   58.33,   44.51,   53.85,   58.65,   47.72
27/04/2013 05:10:00,   54.52,   60.02,   46.30,   55.19,   60.49,   48.71
27/04/2013 05:15:00,   53.91,   59.60,   45.76,   54.61,   60.13,   48.36
27/04/2013 05:20:00,   53.97,   58.71,   45.83,   54.89,   59.03,   49.10
27/04/2013 05:25:00,   51.10,   54.76,   45.63,   53.70,   57.47,   48.80
27/04/2013 05:30:00,   51.34,   57.69,   45.43,   54.13,   59.28,   50.00
27/04/2013 05:35:00,   52.22,   58.18,   44.10,   54.40,   59.90,   47.81
27/04/2013 05:40:00,   52.41,   57.34,   46.29,   55.97,   60.44,   50.13
27/04/2013 05:45:00,   52.81,   58.84,   46.41,   54.58,   58.80,   50.33
27/04/2013 05:50:00,   54.85,   60.53,   48.64,   56.59,   61.19,   51.94
27/04/2013 05:55:00,   53.88,   57.88,   48.06,   56.51,   59.90,   51.75
27/04/2013 06:00:00,   52.90,   58.26,   46.37,   55.56,   59.95,   50.59
27/04/2013 06:05:00,   53.40,   59.27,   46.93,   55.34,   60.22,   50.62
27/04/2013 06:10:00,   54.12,   58.16,   47.70,   56.41,   59.62,   50.98
27/04/2013 06:15:00,   54.26,   58.57,   48.60,   56.55,   60.64,   52.43
27/04/2013 06:20:00,   53.65,   58.43,   47.27,   55.98,   60.23,   51.18
27/04/2013 06:25:00,   51.23,   55.90,   47.34,   54.53,   58.71,   51.34
27/04/2013 06:30:00,   54.34,   59.22,   47.54,   57.42,   61.76,   51.95
27/04/2013 06:35:00,   53.46,   57.54,   49.22,   56.64,   60.32,   53.66
