# noise_analysis run from DCC-NOISE-001003 at Tue Apr  9 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
09/04/2013 00:05:00,   52.41,   58.06,   43.81,   55.11,   59.57,   48.40
09/04/2013 00:10:00,   51.70,   57.55,   43.72,   55.50,   59.99,   47.35
09/04/2013 00:15:00,   50.60,   55.61,   44.14,   53.69,   57.99,   47.52
09/04/2013 00:20:00,   50.24,   56.76,   43.43,   54.15,   59.18,   46.51
09/04/2013 00:25:00,   51.93,   57.74,   43.17,   54.44,   59.55,   47.22
09/04/2013 00:30:00,   51.34,   58.19,   43.57,   54.30,   59.77,   46.72
09/04/2013 00:35:00,   50.47,   56.60,   41.25,   53.06,   58.46,   44.68
09/04/2013 00:40:00,   49.14,   54.93,   40.58,   53.12,   58.50,   44.86
09/04/2013 00:45:00,   51.11,   57.52,   43.28,   54.04,   59.53,   46.91
09/04/2013 00:50:00,   50.94,   57.23,   42.80,   53.81,   58.92,   46.89
09/04/2013 00:55:00,   50.18,   55.24,   42.81,   54.57,   58.87,   46.94
09/04/2013 01:00:00,   49.84,   56.09,   42.07,   51.99,   57.24,   45.39
09/04/2013 01:05:00,   50.49,   56.76,   42.38,   52.81,   58.42,   46.08
09/04/2013 01:10:00,   50.59,   56.00,   42.21,   54.96,   59.22,   46.14
09/04/2013 01:15:00,   50.71,   57.57,   40.29,   54.02,   59.94,   44.48
09/04/2013 01:20:00,   50.95,   56.99,   42.02,   54.65,   59.21,   46.01
09/04/2013 01:25:00,   49.32,   55.09,   42.04,   53.11,   58.26,   45.88
09/04/2013 01:30:00,   49.37,   56.99,   38.15,   53.20,   59.26,   42.36
09/04/2013 01:35:00,   46.88,   52.91,   39.37,   50.05,   55.01,   42.98
09/04/2013 01:40:00,   48.17,   55.03,   39.36,   51.10,   57.56,   42.97
09/04/2013 01:45:00,   45.47,   49.49,   40.21,   50.65,   55.17,   45.01
09/04/2013 01:50:00,   49.36,   56.71,   38.16,   52.85,   59.43,   42.84
09/04/2013 01:55:00,   48.03,   54.88,   40.73,   51.47,   56.84,   45.12
09/04/2013 02:00:00,   47.05,   52.87,   39.76,   52.65,   57.81,   44.18
09/04/2013 02:05:00,   46.57,   55.25,   38.42,   49.26,   56.13,   42.45
09/04/2013 02:10:00,   45.71,   52.35,   38.86,   49.47,   55.66,   42.74
09/04/2013 02:15:00,   46.79,   54.35,   36.34,   50.00,   56.01,   40.82
09/04/2013 02:20:00,   48.82,   55.81,   39.59,   53.40,   59.09,   43.44
09/04/2013 02:25:00,   45.17,   50.44,   38.87,   50.38,   55.17,   42.96
09/04/2013 02:30:00,   43.89,   45.65,   37.35,   48.26,   51.23,   41.85
09/04/2013 02:35:00,   47.32,   55.15,   38.26,   50.37,   57.49,   41.94
09/04/2013 02:40:00,   44.57,   49.92,   37.34,   48.77,   55.54,   42.06
09/04/2013 02:45:00,   43.64,   48.29,   36.46,   47.79,   53.28,   40.63
09/04/2013 02:50:00,   46.40,   52.10,   39.02,   52.99,   59.64,   43.48
09/04/2013 02:55:00,   42.26,   45.19,   37.16,   46.59,   50.82,   41.47
09/04/2013 03:00:00,   43.74,   45.95,   37.97,   48.47,   51.63,   43.35
09/04/2013 03:05:00,   46.88,   53.42,   39.34,   50.11,   55.33,   44.77
09/04/2013 03:10:00,   41.81,   43.57,   38.23,   47.54,   50.72,   44.04
09/04/2013 03:15:00,   45.00,   50.25,   37.37,   50.54,   55.84,   41.39
09/04/2013 03:20:00,   45.53,   50.49,   38.75,   49.21,   54.30,   42.58
09/04/2013 03:25:00,   43.68,   49.32,   37.40,   49.02,   55.48,   41.44
09/04/2013 03:30:00,   47.21,   53.25,   40.41,   53.70,   58.74,   44.70
09/04/2013 03:35:00,   47.11,   53.47,   39.04,   52.90,   58.25,   44.66
09/04/2013 03:40:00,   46.91,   53.40,   38.67,   51.11,   57.37,   42.53
09/04/2013 03:45:00,   46.62,   51.51,   40.52,   52.12,   58.12,   44.95
09/04/2013 03:50:00,   46.92,   52.02,   40.04,   51.94,   56.77,   44.07
09/04/2013 03:55:00,   46.33,   52.20,   40.25,   50.99,   55.80,   43.75
09/04/2013 04:00:00,   47.07,   52.63,   40.72,   51.98,   57.22,   45.03
09/04/2013 04:05:00,   45.05,   47.90,   39.87,   50.25,   55.35,   44.13
09/04/2013 04:10:00,   42.99,   44.31,   39.00,   47.16,   50.53,   42.72
09/04/2013 04:15:00,   44.75,   49.28,   38.11,   48.42,   52.84,   41.21
09/04/2013 04:20:00,   43.23,   45.90,   38.89,   47.89,   51.25,   43.26
09/04/2013 04:25:00,   49.16,   56.32,   40.18,   52.99,   60.03,   44.62
09/04/2013 04:30:00,   42.71,   46.33,   38.36,   47.63,   51.49,   43.08
09/04/2013 04:35:00,   42.31,   45.45,   37.33,   47.12,   51.35,   41.28
09/04/2013 04:40:00,   44.76,   50.28,   39.99,   47.84,   52.60,   43.71
09/04/2013 04:45:00,   47.81,   53.75,   39.83,   50.57,   56.20,   43.90
09/04/2013 04:50:00,   46.98,   53.18,   38.85,   49.23,   55.07,   42.48
09/04/2013 04:55:00,   44.80,   46.92,   39.97,   49.49,   53.23,   44.20
09/04/2013 05:00:00,   47.07,   53.53,   38.00,   49.06,   54.45,   42.21
09/04/2013 05:05:00,   45.68,   52.83,   38.76,   49.10,   55.10,   42.37
09/04/2013 05:10:00,   47.55,   54.61,   40.54,   50.64,   56.34,   44.49
09/04/2013 05:15:00,   47.46,   52.30,   40.88,   51.67,   56.82,   43.65
09/04/2013 05:20:00,   47.89,   52.43,   42.10,   51.72,   56.59,   46.15
09/04/2013 05:25:00,   51.33,   57.20,   43.89,   54.36,   58.89,   47.83
09/04/2013 05:30:00,   50.23,   57.15,   42.28,   52.37,   57.10,   46.84
09/04/2013 05:35:00,   52.81,   58.34,   45.88,   55.43,   59.68,   49.39
09/04/2013 05:40:00,   51.35,   55.56,   43.92,   53.18,   56.90,   46.93
09/04/2013 05:45:00,   53.41,   58.95,   45.64,   55.40,   60.67,   48.74
09/04/2013 05:50:00,   52.33,   56.98,   45.59,   54.96,   59.63,   48.11
09/04/2013 05:55:00,   52.78,   57.96,   44.35,   54.95,   60.41,   47.73
09/04/2013 06:00:00,   52.38,   56.45,   46.34,   55.10,   59.57,   49.49
09/04/2013 06:05:00,   53.46,   58.19,   46.45,   55.56,   60.74,   49.38
09/04/2013 06:10:00,   53.81,   59.09,   46.35,   56.11,   61.29,   49.39
09/04/2013 06:15:00,   54.40,   59.49,   48.10,   57.01,   61.45,   51.65
09/04/2013 06:20:00,   54.36,   59.46,   46.60,   57.07,   61.76,   50.18
09/04/2013 06:25:00,   54.19,   58.69,   47.39,   58.21,   62.28,   51.41
09/04/2013 06:30:00,   54.76,   59.43,   47.52,   58.10,   62.05,   50.83
09/04/2013 06:35:00,   53.74,   58.43,   47.37,   57.50,   62.33,   50.55
09/04/2013 06:40:00,   54.52,   59.37,   48.05,   56.48,   60.66,   51.06
09/04/2013 06:45:00,   55.53,   60.81,   48.30,   59.04,   63.75,   51.28
09/04/2013 06:50:00,   55.89,   59.60,   51.25,   59.66,   63.49,   54.35
09/04/2013 06:55:00,   56.66,   60.64,   50.44,   60.46,   63.77,   53.86
09/04/2013 07:00:00,   56.61,   59.99,   51.05,   60.14,   63.99,   53.48
09/04/2013 07:05:00,   55.56,   59.46,   49.88,   58.47,   62.22,   53.05
09/04/2013 07:10:00,   56.84,   59.91,   51.76,   60.18,   63.66,   54.83
09/04/2013 07:15:00,   58.20,   61.13,   54.51,   61.46,   64.93,   57.41
09/04/2013 07:20:00,   58.21,   61.11,   53.19,   61.56,   64.61,   55.30
09/04/2013 07:25:00,   57.55,   60.74,   52.45,   60.47,   63.72,   55.40
09/04/2013 07:30:00,   58.78,   62.45,   52.55,   62.20,   66.53,   55.84
09/04/2013 07:35:00,   59.63,   62.60,   54.44,   62.97,   66.47,   58.37
09/04/2013 07:40:00,   59.05,   62.22,   54.23,   61.77,   64.66,   57.08
09/04/2013 07:45:00,   57.74,   60.81,   53.48,   60.64,   62.91,   56.77
09/04/2013 07:50:00,   58.52,   61.72,   52.16,   62.90,   65.49,   57.26
09/04/2013 07:55:00,   58.16,   61.10,   52.84,   61.64,   64.49,   56.99
09/04/2013 08:00:00,   57.34,   61.07,   51.92,   61.28,   64.34,   56.13
09/04/2013 08:05:00,   58.41,   62.23,   52.48,   62.30,   65.98,   56.72
