# noise_analysis run from DCC-NOISE-001003 at Thu Apr 25 00:15:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
25/04/2013 00:20:00,   52.68,   60.02,   43.30,   53.84,   60.38,   46.36
25/04/2013 00:25:00,   54.29,   59.53,   43.40,   56.14,   61.36,   47.01
25/04/2013 00:30:00,   50.38,   56.53,   42.67,   52.64,   57.82,   45.88
25/04/2013 00:35:00,   52.02,   57.86,   42.89,   53.59,   58.67,   45.96
25/04/2013 00:40:00,   52.91,   59.73,   41.74,   54.43,   60.40,   44.83
25/04/2013 00:45:00,   52.87,   60.19,   40.84,   54.42,   61.41,   44.87
25/04/2013 00:50:00,   52.44,   58.73,   42.31,   53.80,   59.16,   45.67
25/04/2013 00:55:00,   48.49,   55.82,   39.71,   50.44,   56.80,   43.73
25/04/2013 01:00:00,   50.91,   57.53,   40.70,   52.79,   59.60,   44.08
25/04/2013 01:05:00,   50.08,   57.09,   40.01,   51.73,   57.89,   43.92
25/04/2013 01:10:00,   50.84,   58.57,   40.92,   52.27,   58.92,   44.06
25/04/2013 01:15:00,   52.99,   59.94,   40.48,   54.42,   60.34,   44.02
25/04/2013 01:20:00,   51.59,   57.58,   40.77,   53.20,   58.74,   44.42
25/04/2013 01:25:00,   50.89,   57.38,   40.12,   52.76,   58.75,   43.55
25/04/2013 01:30:00,   48.79,   56.44,   38.88,   50.49,   57.35,   43.19
25/04/2013 01:35:00,   47.57,   54.38,   39.95,   49.38,   55.40,   43.34
25/04/2013 01:40:00,   45.95,   54.61,   38.07,   48.41,   55.71,   42.45
25/04/2013 01:45:00,   47.67,   55.28,   38.21,   49.31,   56.00,   42.09
25/04/2013 01:50:00,   48.06,   57.84,   37.45,   49.58,   58.17,   41.77
25/04/2013 01:55:00,   50.63,   57.59,   38.80,   52.07,   58.71,   42.39
25/04/2013 02:00:00,   49.89,   58.39,   38.33,   51.61,   59.01,   42.19
25/04/2013 02:05:00,   51.53,   58.00,   39.71,   55.19,   61.54,   43.71
25/04/2013 02:10:00,   47.43,   55.66,   37.30,   49.35,   56.59,   41.46
25/04/2013 02:15:00,   45.97,   53.08,   36.28,   50.17,   56.44,   41.08
25/04/2013 02:20:00,   46.48,   54.46,   36.19,   48.16,   55.54,   40.36
25/04/2013 02:25:00,   48.59,   54.42,   37.70,   50.27,   56.12,   40.70
25/04/2013 02:30:00,   48.88,   56.64,   37.52,   50.32,   56.90,   40.59
25/04/2013 02:35:00,   48.84,   55.22,   39.30,   50.18,   55.83,   41.50
25/04/2013 02:40:00,   49.64,   58.39,   38.80,   50.68,   58.55,   41.41
25/04/2013 02:45:00,   49.10,   56.78,   39.34,   50.50,   57.07,   41.55
25/04/2013 02:50:00,   50.97,   59.65,   39.05,   52.11,   60.04,   41.18
25/04/2013 02:55:00,   47.57,   54.43,   38.33,   49.40,   54.81,   41.02
25/04/2013 03:00:00,   42.94,   44.74,   39.18,   46.02,   49.11,   41.59
25/04/2013 03:05:00,   50.12,   57.01,   41.66,   51.80,   57.38,   45.03
25/04/2013 03:10:00,   50.39,   59.18,   36.87,   52.16,   59.79,   40.24
25/04/2013 03:15:00,   47.07,   55.37,   36.82,   48.25,   55.34,   40.14
25/04/2013 03:20:00,   46.78,   55.50,   36.06,   47.88,   55.69,   39.23
25/04/2013 03:25:00,   44.26,   47.46,   36.24,   45.63,   49.41,   38.57
25/04/2013 03:30:00,   42.07,   44.70,   37.39,   43.63,   47.87,   39.41
25/04/2013 03:35:00,   46.30,   52.82,   39.43,   47.67,   53.51,   40.75
25/04/2013 03:40:00,   46.28,   52.38,   38.69,   48.04,   53.93,   40.84
25/04/2013 03:45:00,   48.60,   56.78,   39.36,   49.80,   56.95,   40.88
25/04/2013 03:50:00,   48.00,   54.94,   38.54,   50.01,   56.71,   40.58
25/04/2013 03:55:00,   46.24,   48.65,   39.20,   48.41,   51.11,   41.20
25/04/2013 04:00:00,   42.30,   44.43,   38.80,   44.46,   47.69,   41.10
25/04/2013 04:05:00,   45.82,   52.92,   38.50,   47.54,   54.07,   40.48
25/04/2013 04:10:00,   43.65,   45.31,   37.92,   45.50,   48.02,   40.66
25/04/2013 04:15:00,   50.84,   59.47,   39.31,   51.49,   59.58,   41.47
25/04/2013 04:20:00,   48.55,   56.27,   38.43,   49.79,   57.26,   40.72
25/04/2013 04:25:00,   50.05,   57.15,   39.57,   52.17,   59.30,   42.15
25/04/2013 04:30:00,   48.74,   55.96,   39.78,   49.86,   57.11,   42.66
25/04/2013 04:35:00,   46.32,   49.06,   39.94,   47.19,   49.14,   42.51
25/04/2013 04:40:00,   51.34,   55.73,   45.85,   51.76,   56.62,   45.99
25/04/2013 04:45:00,   51.31,   57.63,   44.01,   52.50,   58.08,   44.75
25/04/2013 04:50:00,   51.37,   58.90,   40.93,   51.85,   59.04,   43.01
25/04/2013 04:55:00,   49.93,   56.38,   39.81,   50.37,   56.97,   41.40
25/04/2013 05:00:00,   48.68,   52.87,   39.67,   48.62,   52.97,   41.22
25/04/2013 05:05:00,   48.01,   52.74,   39.32,   48.18,   52.12,   41.65
25/04/2013 05:10:00,   52.29,   59.67,   41.10,   54.11,   61.12,   43.15
25/04/2013 05:15:00,   51.16,   57.08,   42.91,   52.70,   58.30,   45.05
25/04/2013 05:20:00,   52.65,   58.03,   42.32,   54.12,   59.35,   43.73
25/04/2013 05:25:00,   51.91,   57.56,   42.13,   52.58,   58.34,   43.48
25/04/2013 05:30:00,   49.54,   55.04,   42.61,   49.97,   55.46,   43.85
25/04/2013 05:35:00,   54.13,   59.94,   45.11,   56.73,   63.07,   46.62
25/04/2013 05:40:00,   54.51,   61.05,   44.21,   54.84,   60.93,   45.53
25/04/2013 05:45:00,   53.14,   57.39,   45.32,   54.11,   58.43,   46.32
25/04/2013 05:50:00,   55.64,   60.49,   45.36,   55.56,   60.55,   46.83
25/04/2013 05:55:00,   58.79,   64.82,   48.29,   59.13,   64.94,   50.31
25/04/2013 06:00:00,   54.17,   60.10,   44.26,   55.73,   61.21,   47.34
25/04/2013 06:05:00,   52.82,   59.61,   44.51,   56.50,   61.86,   49.40
25/04/2013 06:10:00,   52.59,   59.29,   42.85,   54.26,   59.76,   47.19
25/04/2013 06:15:00,   54.11,   60.72,   44.04,   55.37,   61.42,   47.39
25/04/2013 06:20:00,   55.12,   60.21,   45.29,   57.01,   61.38,   48.12
