# noise_analysis run from DCC-NOISE-001003 at Sat Apr 13 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
13/04/2013 00:05:00,   53.58,   57.77,   45.13,   55.67,   59.31,   47.36
13/04/2013 00:10:00,   53.89,   59.68,   43.07,   55.27,   60.64,   44.90
13/04/2013 00:15:00,   54.71,   59.66,   43.07,   56.47,   61.01,   45.60
13/04/2013 00:20:00,   55.41,   60.03,   45.35,   57.46,   61.53,   48.19
13/04/2013 00:25:00,   52.22,   57.77,   42.76,   53.67,   58.56,   44.29
13/04/2013 00:30:00,   52.64,   59.31,   40.70,   54.33,   60.30,   43.01
13/04/2013 00:35:00,   53.60,   58.99,   44.94,   56.55,   61.31,   47.12
13/04/2013 00:40:00,   52.25,   58.74,   42.03,   54.38,   60.35,   44.20
13/04/2013 00:45:00,   49.83,   56.77,   41.41,   51.24,   57.53,   43.71
13/04/2013 00:50:00,   53.82,   59.37,   42.22,   55.35,   60.52,   44.98
13/04/2013 00:55:00,   54.45,   61.29,   42.88,   56.12,   62.50,   46.58
13/04/2013 01:00:00,   54.01,   59.02,   41.48,   56.26,   61.17,   44.30
13/04/2013 01:05:00,   53.07,   59.13,   41.18,   54.92,   60.37,   43.64
13/04/2013 01:10:00,   54.57,   59.77,   42.18,   57.71,   62.67,   46.91
13/04/2013 01:15:00,   52.75,   58.68,   40.19,   54.74,   60.31,   44.34
13/04/2013 01:20:00,   52.68,   58.67,   41.73,   53.87,   59.54,   43.67
13/04/2013 01:25:00,   51.81,   57.27,   40.73,   53.79,   58.88,   43.31
13/04/2013 01:30:00,   55.42,   61.20,   43.84,   56.64,   61.70,   46.58
13/04/2013 01:35:00,   52.21,   58.14,   42.11,   53.79,   58.78,   44.86
13/04/2013 01:40:00,   54.35,   60.38,   42.44,   56.18,   61.24,   45.20
13/04/2013 01:45:00,   52.64,   58.97,   41.28,   53.97,   60.11,   43.80
13/04/2013 01:50:00,   53.02,   59.65,   39.70,   54.34,   60.51,   43.08
13/04/2013 01:55:00,   52.76,   59.58,   39.62,   54.36,   60.49,   42.22
13/04/2013 02:00:00,   53.82,   58.97,   43.79,   56.35,   60.85,   47.86
13/04/2013 02:05:00,   53.74,   58.50,   44.81,   56.11,   60.80,   47.81
13/04/2013 02:10:00,   53.56,   59.40,   43.09,   55.87,   61.51,   45.96
13/04/2013 02:15:00,   52.39,   57.22,   45.02,   54.46,   59.10,   47.38
13/04/2013 02:20:00,   53.21,   59.53,   41.37,   54.87,   60.68,   43.82
13/04/2013 02:25:00,   52.45,   58.08,   43.54,   53.82,   59.34,   45.16
13/04/2013 02:30:00,   52.14,   58.13,   39.42,   53.33,   58.90,   42.07
13/04/2013 02:35:00,   51.63,   59.44,   38.53,   52.83,   59.96,   41.33
13/04/2013 02:40:00,   53.11,   59.18,   41.32,   54.78,   60.44,   44.06
13/04/2013 02:45:00,   44.68,   51.80,   37.56,   47.01,   54.22,   41.34
13/04/2013 02:50:00,   53.26,   59.69,   40.32,   55.00,   61.26,   43.28
13/04/2013 02:55:00,   53.01,   59.65,   41.57,   53.90,   60.21,   43.71
13/04/2013 03:00:00,   50.62,   56.52,   41.24,   52.73,   58.25,   43.50
13/04/2013 03:05:00,   51.93,   58.28,   41.18,   53.30,   59.68,   43.53
13/04/2013 03:10:00,   54.23,   60.03,   43.43,   55.70,   61.07,   46.70
13/04/2013 03:15:00,   50.96,   57.36,   40.05,   53.10,   59.06,   42.65
13/04/2013 03:20:00,   51.30,   58.69,   42.22,   52.71,   59.17,   44.47
13/04/2013 03:25:00,   52.65,   59.95,   41.84,   53.72,   60.51,   44.45
13/04/2013 03:30:00,   52.36,   58.43,   40.82,   54.19,   60.27,   43.65
13/04/2013 03:35:00,   55.50,   60.97,   47.35,   56.80,   61.57,   49.37
13/04/2013 03:40:00,   52.04,   58.90,   42.09,   53.44,   59.62,   45.54
13/04/2013 03:45:00,   53.98,   59.61,   41.88,   55.73,   60.68,   47.18
13/04/2013 03:50:00,   50.46,   58.03,   41.15,   52.46,   59.09,   44.67
13/04/2013 03:55:00,   49.75,   55.79,   42.22,   52.32,   57.69,   45.62
13/04/2013 04:00:00,   53.09,   59.22,   43.74,   54.36,   59.69,   46.74
13/04/2013 04:05:00,   53.51,   59.75,   44.45,   54.65,   60.66,   46.44
