# noise_analysis run from DCC-NOISE-001003 at Fri Apr 12 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
12/04/2013 00:05:00,   53.59,   59.89,   42.52,   56.22,   61.34,   46.16
12/04/2013 00:10:00,   53.18,   59.51,   43.21,   54.95,   60.21,   46.23
12/04/2013 00:15:00,   53.22,   57.74,   43.26,   54.70,   58.85,   45.55
12/04/2013 00:20:00,   53.34,   58.46,   43.12,   54.66,   59.40,   46.01
12/04/2013 00:25:00,   52.55,   59.52,   40.33,   54.24,   60.31,   43.77
12/04/2013 00:30:00,   52.67,   58.88,   41.97,   54.11,   60.03,   44.40
12/04/2013 00:35:00,   54.51,   59.49,   42.48,   56.01,   60.96,   44.56
12/04/2013 00:40:00,   52.66,   59.18,   41.49,   54.47,   60.47,   44.97
12/04/2013 00:45:00,   53.40,   60.38,   42.14,   54.74,   61.02,   45.64
12/04/2013 00:50:00,   52.02,   58.62,   42.39,   53.55,   59.55,   45.17
12/04/2013 00:55:00,   51.29,   59.13,   39.55,   53.24,   60.29,   43.14
12/04/2013 01:00:00,   52.73,   58.70,   40.95,   54.67,   60.03,   43.75
12/04/2013 01:05:00,   51.37,   57.57,   41.08,   52.87,   57.94,   44.38
12/04/2013 01:10:00,   53.08,   60.32,   42.50,   54.66,   61.03,   45.97
12/04/2013 01:15:00,   52.17,   58.69,   40.61,   53.73,   60.07,   43.40
12/04/2013 01:20:00,   50.03,   56.88,   39.93,   52.12,   58.50,   42.87
12/04/2013 01:25:00,   49.11,   57.58,   36.67,   50.85,   58.48,   40.42
12/04/2013 01:30:00,   48.14,   56.87,   36.95,   49.43,   57.70,   40.24
12/04/2013 01:35:00,   50.63,   58.43,   38.18,   51.77,   58.74,   41.35
12/04/2013 01:40:00,   49.91,   56.20,   40.26,   51.22,   56.93,   43.66
12/04/2013 01:45:00,   50.08,   57.83,   40.23,   51.55,   58.71,   43.57
12/04/2013 01:50:00,   52.40,   60.69,   40.80,   53.35,   60.90,   43.69
12/04/2013 01:55:00,   49.36,   56.75,   39.35,   51.12,   58.49,   42.71
12/04/2013 02:00:00,   46.89,   54.67,   38.08,   48.62,   55.84,   41.42
12/04/2013 02:05:00,   49.15,   57.01,   39.29,   50.62,   58.03,   42.91
12/04/2013 02:10:00,   49.26,   56.71,   39.85,   50.86,   57.55,   43.41
12/04/2013 02:15:00,   47.54,   55.09,   38.15,   49.64,   56.72,   42.66
12/04/2013 02:20:00,   49.34,   56.51,   39.18,   50.99,   57.79,   42.57
12/04/2013 02:25:00,   44.94,   52.72,   36.55,   46.71,   52.90,   40.28
12/04/2013 02:30:00,   50.26,   57.72,   38.10,   51.71,   58.87,   41.56
12/04/2013 02:35:00,   47.42,   53.03,   39.52,   49.43,   54.41,   42.74
12/04/2013 02:40:00,   47.65,   53.27,   41.55,   49.68,   54.14,   44.91
12/04/2013 02:45:00,   49.41,   56.86,   41.02,   51.01,   57.56,   44.54
12/04/2013 02:50:00,   48.51,   56.05,   42.58,   50.85,   56.94,   45.45
12/04/2013 02:55:00,   48.29,   53.65,   41.85,   51.13,   56.10,   45.67
12/04/2013 03:00:00,   46.31,   47.79,   41.88,   49.97,   51.44,   46.52
12/04/2013 03:05:00,   49.68,   56.63,   41.59,   52.18,   57.90,   46.55
12/04/2013 03:10:00,   51.21,   57.09,   43.79,   53.34,   57.86,   47.10
12/04/2013 03:15:00,   51.11,   57.05,   43.43,   53.51,   59.59,   46.69
12/04/2013 03:20:00,   50.11,   55.42,   44.24,   52.18,   56.96,   47.89
12/04/2013 03:25:00,   48.82,   54.98,   43.66,   51.80,   56.57,   46.84
12/04/2013 03:30:00,   51.68,   54.97,   46.09,   54.10,   57.36,   49.27
12/04/2013 03:35:00,   49.35,   50.92,   45.64,   52.56,   55.05,   49.31
12/04/2013 03:40:00,   52.18,   58.05,   46.36,   54.56,   59.58,   49.09
12/04/2013 03:45:00,   51.78,   57.87,   45.45,   53.53,   59.79,   48.16
12/04/2013 03:50:00,   51.84,   57.95,   43.27,   53.51,   58.82,   46.79
12/04/2013 03:55:00,   48.37,   53.78,   43.40,   50.50,   54.91,   46.49
12/04/2013 04:00:00,   50.76,   57.59,   44.16,   52.58,   58.95,   46.95
12/04/2013 04:05:00,   51.66,   57.76,   45.58,   53.43,   58.80,   48.38
12/04/2013 04:10:00,   50.11,   57.27,   42.72,   52.97,   58.54,   47.11
12/04/2013 04:15:00,   52.16,   58.27,   43.64,   54.26,   60.18,   47.60
12/04/2013 04:20:00,   48.72,   51.83,   43.23,   50.54,   52.72,   46.40
12/04/2013 04:25:00,   51.66,   58.46,   43.16,   53.01,   59.17,   46.31
12/04/2013 04:30:00,   51.83,   57.25,   43.92,   53.05,   58.13,   46.39
12/04/2013 04:35:00,   50.71,   56.84,   42.32,   52.36,   57.68,   45.69
12/04/2013 04:40:00,   47.19,   51.05,   42.08,   49.62,   52.88,   45.18
12/04/2013 04:45:00,   48.38,   53.81,   40.74,   49.60,   54.14,   43.61
12/04/2013 04:50:00,   51.59,   56.99,   43.54,   53.41,   58.53,   46.54
12/04/2013 04:55:00,   50.44,   55.75,   43.18,   51.71,   56.78,   45.59
12/04/2013 05:00:00,   48.67,   52.64,   43.35,   50.00,   53.91,   45.50
12/04/2013 05:05:00,   49.86,   52.81,   45.22,   53.00,   57.37,   48.26
12/04/2013 05:10:00,   51.57,   55.46,   44.61,   52.61,   56.50,   47.21
12/04/2013 05:15:00,   53.29,   58.71,   45.69,   54.83,   60.46,   48.09
12/04/2013 05:20:00,   51.75,   56.07,   45.24,   52.81,   57.15,   47.17
12/04/2013 05:25:00,   51.06,   54.46,   46.39,   52.05,   56.41,   48.38
12/04/2013 05:30:00,   54.16,   58.91,   47.95,   55.21,   59.83,   49.41
12/04/2013 05:35:00,   54.98,   59.24,   48.03,   57.67,   63.27,   49.59
12/04/2013 05:40:00,   56.24,   59.60,   49.58,   57.04,   60.97,   50.69
12/04/2013 05:45:00,   54.12,   58.82,   47.30,   54.97,   59.50,   49.61
12/04/2013 05:50:00,   55.73,   59.96,   48.45,   56.10,   59.97,   49.86
12/04/2013 05:55:00,   55.21,   58.94,   48.56,   56.58,   60.10,   50.27
12/04/2013 06:00:00,   53.13,   57.04,   47.64,   54.50,   58.10,   49.93
12/04/2013 06:05:00,   58.70,   65.95,   50.31,   58.83,   64.74,   51.29
12/04/2013 06:10:00,   55.06,   59.82,   48.42,   57.01,   61.87,   50.55
12/04/2013 06:15:00,   54.36,   58.36,   48.69,   56.11,   59.95,   51.09
12/04/2013 06:20:00,   55.62,   60.85,   48.27,   59.27,   64.67,   51.17
12/04/2013 06:25:00,   56.37,   60.34,   51.21,   60.12,   65.06,   54.13
12/04/2013 06:30:00,   55.91,   59.49,   49.85,   58.44,   61.64,   52.58
12/04/2013 06:35:00,   56.01,   59.47,   50.63,   58.37,   62.00,   53.02
12/04/2013 06:40:00,   59.54,   64.45,   51.43,   62.77,   67.66,   53.02
12/04/2013 06:45:00,   56.77,   60.23,   52.13,   59.95,   63.79,   55.21
12/04/2013 06:50:00,   57.46,   60.69,   53.19,   60.32,   63.43,   55.91
12/04/2013 06:55:00,   58.60,   62.16,   52.48,   63.16,   67.97,   55.87
12/04/2013 07:00:00,   58.84,   62.54,   54.63,   61.88,   65.13,   57.25
12/04/2013 07:05:00,   58.72,   61.53,   53.92,   61.54,   64.73,   56.86
12/04/2013 07:10:00,   58.85,   61.58,   54.52,   61.57,   64.41,   57.65
12/04/2013 07:15:00,   59.51,   62.99,   53.95,   62.20,   65.87,   57.45
12/04/2013 07:20:00,   58.88,   62.07,   54.06,   60.75,   64.24,   56.31
12/04/2013 07:25:00,   58.59,   61.78,   53.64,   61.37,   63.75,   56.50
12/04/2013 07:30:00,   59.26,   62.50,   54.17,   62.35,   65.96,   57.37
12/04/2013 07:35:00,   59.73,   62.68,   55.21,   62.20,   64.78,   58.24
12/04/2013 07:40:00,   59.11,   62.38,   53.75,   62.06,   65.24,   56.74
12/04/2013 07:45:00,   60.07,   62.94,   55.81,   63.41,   66.46,   58.72
12/04/2013 07:50:00,   59.39,   62.79,   53.54,   62.19,   65.82,   56.68
12/04/2013 07:55:00,   60.08,   62.85,   54.86,   63.79,   66.77,   58.94
12/04/2013 08:00:00,   60.13,   62.66,   56.53,   62.94,   66.00,   59.16
12/04/2013 08:05:00,   59.52,   63.10,   55.70,   63.06,   66.14,   59.14
12/04/2013 08:10:00,   59.07,   61.41,   55.70,   62.40,   64.83,   59.08
12/04/2013 08:15:00,   59.93,   62.42,   56.17,   63.45,   65.83,   59.75
12/04/2013 08:20:00,   59.90,   62.64,   56.44,   63.47,   65.55,   60.46
12/04/2013 08:25:00,   59.62,   63.06,   55.31,   63.72,   66.61,   59.34
12/04/2013 08:30:00,   58.69,   61.39,   55.22,   62.32,   65.30,   59.73
12/04/2013 08:35:00,   58.18,   61.25,   54.88,   62.64,   65.13,   60.07
12/04/2013 08:40:00,   58.50,   61.63,   54.06,   63.29,   66.17,   59.22
12/04/2013 08:45:00,   59.10,   62.16,   54.79,   63.43,   66.81,   59.65
12/04/2013 08:50:00,   60.35,   64.04,   56.19,   65.04,   68.13,   60.76
12/04/2013 08:55:00,   59.74,   62.07,   56.88,   64.04,   65.73,   61.52
12/04/2013 09:00:00,   59.37,   61.29,   56.42,   64.51,   66.36,   62.02
12/04/2013 09:05:00,   60.41,   62.70,   56.96,   64.46,   66.41,   61.20
12/04/2013 09:10:00,   60.95,   63.69,   53.63,   64.92,   68.17,   58.61
12/04/2013 09:15:00,   58.97,   61.95,   53.40,   63.08,   66.09,   58.06
12/04/2013 09:20:00,   60.77,   63.53,   55.77,   64.88,   68.18,   59.40
12/04/2013 09:25:00,   60.55,   63.25,   56.27,   63.98,   66.39,   60.18
12/04/2013 09:30:00,   60.31,   63.18,   55.56,   62.64,   65.57,   58.28
12/04/2013 09:35:00,   60.59,   62.42,   57.91,   63.94,   65.99,   61.38
12/04/2013 09:40:00,   58.82,   61.95,   53.95,   62.56,   66.34,   57.12
12/04/2013 09:45:00,   60.03,   62.19,   56.52,   63.08,   65.66,   58.95
12/04/2013 09:50:00,   59.18,   61.96,   53.08,   61.91,   64.31,   56.92
12/04/2013 09:55:00,   61.70,   64.03,   54.89,   65.40,   67.99,   58.76
