# noise_analysis run from DCC-NOISE-001003 at Tue Apr 23 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
23/04/2013 00:05:00,   53.87,   58.27,   48.19,   62.03,   67.70,   53.33
23/04/2013 00:10:00,   54.59,   58.91,   47.78,   61.40,   65.69,   52.79
23/04/2013 00:15:00,   55.03,   60.55,   47.10,   60.82,   65.33,   51.93
23/04/2013 00:20:00,   54.92,   59.82,   48.12,   61.97,   66.98,   53.66
23/04/2013 00:25:00,   53.49,   58.14,   48.29,   58.55,   63.01,   53.59
23/04/2013 00:30:00,   53.01,   57.14,   47.17,   59.03,   64.30,   52.32
23/04/2013 00:35:00,   53.16,   58.00,   46.93,   59.44,   64.04,   52.13
23/04/2013 00:40:00,   54.18,   57.90,   48.89,   58.93,   62.37,   54.07
23/04/2013 00:45:00,   50.87,   56.16,   45.13,   57.15,   61.50,   50.22
23/04/2013 00:50:00,   51.19,   56.34,   46.59,   57.76,   62.00,   51.98
23/04/2013 00:55:00,   54.02,   58.55,   47.01,   58.08,   62.47,   51.61
23/04/2013 01:00:00,   51.90,   56.70,   46.67,   57.57,   61.26,   51.75
23/04/2013 01:05:00,   52.08,   57.19,   46.42,   59.16,   64.83,   51.20
23/04/2013 01:10:00,   52.53,   57.93,   44.91,   58.96,   65.28,   50.52
23/04/2013 01:15:00,   52.40,   57.43,   45.02,   59.55,   64.58,   49.96
23/04/2013 01:20:00,   53.88,   58.39,   46.60,   59.92,   65.74,   52.70
23/04/2013 01:25:00,   51.12,   57.72,   44.70,   57.26,   62.22,   50.32
23/04/2013 01:30:00,   49.65,   54.46,   44.99,   57.02,   61.89,   50.28
23/04/2013 01:35:00,   48.94,   52.75,   43.99,   56.14,   60.61,   50.15
23/04/2013 01:40:00,   51.14,   56.40,   44.90,   56.63,   60.68,   50.42
23/04/2013 01:45:00,   49.27,   53.23,   45.04,   55.53,   59.10,   50.20
23/04/2013 01:50:00,   50.99,   56.57,   44.55,   57.08,   62.33,   50.46
23/04/2013 01:55:00,   48.90,   52.73,   44.94,   57.14,   61.66,   50.46
23/04/2013 02:00:00,   48.58,   50.79,   43.88,   55.52,   60.13,   49.78
23/04/2013 02:05:00,   49.52,   54.84,   44.04,   57.34,   61.92,   50.54
23/04/2013 02:10:00,   48.97,   52.68,   43.92,   58.26,   63.69,   49.50
23/04/2013 02:15:00,   47.92,   51.84,   43.48,   55.52,   59.77,   50.02
23/04/2013 02:20:00,   46.36,   49.42,   42.58,   55.25,   59.87,   48.28
23/04/2013 02:25:00,   46.23,   48.63,   42.86,   55.93,   62.08,   48.13
23/04/2013 02:30:00,   50.46,   55.85,   44.39,   57.12,   62.66,   50.13
23/04/2013 02:35:00,   48.48,   53.97,   42.59,   53.98,   58.68,   48.19
23/04/2013 02:40:00,   48.26,   53.08,   42.84,   54.96,   59.77,   48.25
23/04/2013 02:45:00,   45.65,   46.96,   43.09,   53.19,   55.91,   48.89
23/04/2013 02:50:00,   50.79,   56.15,   44.74,   55.93,   61.00,   50.11
23/04/2013 02:55:00,   47.87,   51.87,   43.04,   53.72,   56.91,   49.02
23/04/2013 03:00:00,   48.93,   54.41,   43.27,   54.09,   58.78,   49.07
23/04/2013 03:05:00,   50.87,   56.54,   44.08,   55.86,   61.01,   49.18
23/04/2013 03:10:00,   46.63,   49.06,   43.40,   53.81,   56.58,   49.03
23/04/2013 03:15:00,   47.21,   50.59,   42.61,   55.44,   59.99,   48.34
23/04/2013 03:20:00,   49.99,   55.33,   42.96,   55.53,   61.06,   49.05
23/04/2013 03:25:00,   50.68,   56.25,   44.70,   58.16,   62.91,   50.67
23/04/2013 03:30:00,   48.67,   50.90,   44.57,   58.29,   64.39,   49.87
