# noise_analysis run from DCC-NOISE-001003 at Wed Apr 10 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
10/04/2013 00:05:00,   51.48,   58.08,   42.44,   54.72,   60.62,   45.01
10/04/2013 00:10:00,   51.85,   58.37,   41.53,   55.72,   61.12,   44.76
10/04/2013 00:15:00,   51.28,   57.42,   41.30,   53.74,   60.09,   43.94
10/04/2013 00:20:00,   49.33,   55.90,   40.94,   52.63,   58.58,   44.16
10/04/2013 00:25:00,   50.34,   56.54,   39.87,   51.88,   58.22,   42.84
10/04/2013 00:30:00,   47.59,   52.96,   39.05,   50.02,   55.80,   42.02
10/04/2013 00:35:00,   50.63,   56.63,   41.16,   52.80,   58.82,   43.78
10/04/2013 00:40:00,   52.08,   57.95,   42.54,   54.27,   59.81,   45.69
10/04/2013 00:45:00,   48.72,   55.09,   39.81,   51.19,   57.19,   42.59
10/04/2013 00:50:00,   45.54,   51.83,   37.39,   47.98,   53.97,   40.22
10/04/2013 00:55:00,   48.37,   55.64,   38.56,   50.11,   57.01,   41.54
10/04/2013 01:00:00,   49.94,   57.78,   38.26,   51.60,   59.04,   40.99
10/04/2013 01:05:00,   51.25,   58.02,   38.63,   53.00,   59.55,   41.78
10/04/2013 01:10:00,   49.48,   57.16,   36.75,   50.92,   57.92,   40.35
10/04/2013 01:15:00,   50.45,   57.86,   37.18,   51.85,   59.10,   40.51
10/04/2013 01:20:00,   52.65,   58.47,   40.25,   54.25,   59.52,   43.38
10/04/2013 01:25:00,   46.27,   54.62,   35.63,   48.06,   55.66,   39.24
10/04/2013 01:30:00,   43.86,   49.82,   35.55,   46.29,   52.73,   38.80
10/04/2013 01:35:00,   46.77,   54.38,   37.75,   48.45,   55.10,   40.60
10/04/2013 01:40:00,   46.47,   56.34,   35.00,   47.98,   56.80,   38.34
10/04/2013 01:45:00,   48.14,   54.44,   36.32,   49.82,   55.87,   39.49
10/04/2013 01:50:00,   46.14,   53.91,   36.48,   47.77,   56.01,   39.27
10/04/2013 01:55:00,   48.71,   55.59,   36.65,   50.49,   57.04,   39.74
10/04/2013 02:00:00,   43.92,   51.33,   34.79,   46.26,   53.00,   37.98
10/04/2013 02:05:00,   44.62,   52.20,   34.50,   46.43,   53.76,   38.03
10/04/2013 02:10:00,   43.49,   51.34,   35.48,   46.30,   54.05,   38.74
10/04/2013 02:15:00,   46.43,   54.86,   35.67,   48.00,   56.70,   38.93
10/04/2013 02:20:00,   43.45,   50.01,   34.02,   45.62,   51.68,   37.51
10/04/2013 02:25:00,   43.85,   52.46,   33.28,   45.71,   53.48,   36.73
10/04/2013 02:30:00,   45.56,   53.01,   34.60,   46.82,   53.88,   37.78
10/04/2013 02:35:00,   39.08,   40.55,   32.34,   41.33,   41.83,   36.37
10/04/2013 02:40:00,   37.77,   39.38,   33.13,   40.66,   42.26,   37.05
10/04/2013 02:45:00,   37.11,   39.13,   33.03,   40.47,   41.88,   37.13
10/04/2013 02:50:00,   44.72,   53.05,   34.40,   46.92,   54.29,   38.10
10/04/2013 02:55:00,   47.01,   56.41,   35.54,   48.56,   57.16,   38.90
10/04/2013 03:00:00,   41.26,   44.53,   34.69,   44.56,   47.22,   39.98
10/04/2013 03:05:00,   46.61,   52.43,   36.05,   49.83,   55.72,   41.95
10/04/2013 03:10:00,   41.12,   47.18,   34.51,   45.29,   49.68,   39.79
10/04/2013 03:15:00,   46.22,   54.29,   35.60,   48.60,   56.25,   39.09
