# noise_analysis run from DCC-NOISE-001003 at Tue Apr 30 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
30/04/2013 00:05:00,   52.81,   58.41,   47.19,   54.96,   59.43,   50.75
30/04/2013 00:10:00,   54.12,   58.85,   48.92,   56.44,   60.01,   52.79
30/04/2013 00:15:00,   53.19,   57.76,   47.96,   57.48,   62.29,   51.90
30/04/2013 00:20:00,   52.83,   57.31,   47.51,   55.62,   59.29,   52.01
30/04/2013 00:25:00,   52.01,   56.30,   47.45,   54.56,   58.36,   50.93
30/04/2013 00:30:00,   51.13,   55.21,   46.97,   54.12,   57.26,   50.85
30/04/2013 00:35:00,   51.53,   55.97,   46.24,   54.94,   58.53,   50.23
30/04/2013 00:40:00,   51.38,   55.38,   47.34,   54.18,   56.88,   51.30
30/04/2013 00:45:00,   54.21,   58.66,   48.04,   56.46,   60.30,   51.87
30/04/2013 00:50:00,   53.86,   57.76,   48.74,   56.14,   59.11,   52.15
30/04/2013 00:55:00,   52.95,   58.38,   47.02,   55.74,   59.76,   50.83
30/04/2013 01:00:00,   53.22,   58.28,   47.17,   55.64,   59.74,   51.50
30/04/2013 01:05:00,   51.90,   56.58,   45.95,   54.78,   58.81,   50.37
30/04/2013 01:10:00,   53.04,   58.47,   46.68,   55.59,   59.88,   50.66
30/04/2013 01:15:00,   51.81,   56.13,   46.56,   54.82,   58.46,   51.08
30/04/2013 01:20:00,   51.52,   56.99,   45.41,   54.52,   58.51,   49.43
30/04/2013 01:25:00,   53.58,   58.42,   46.73,   56.00,   59.60,   50.26
30/04/2013 01:30:00,   50.67,   56.18,   45.79,   53.40,   57.25,   49.73
30/04/2013 01:35:00,   53.14,   58.70,   45.49,   55.15,   59.68,   49.89
30/04/2013 01:40:00,   49.27,   53.72,   44.79,   52.58,   55.70,   49.11
30/04/2013 01:45:00,   51.22,   55.41,   46.69,   54.38,   57.58,   50.47
30/04/2013 01:50:00,   51.60,   56.49,   45.11,   54.74,   58.35,   49.38
30/04/2013 01:55:00,   51.08,   57.56,   43.47,   53.35,   58.46,   48.20
30/04/2013 02:00:00,   50.43,   55.12,   43.68,   53.57,   57.20,   48.87
30/04/2013 02:05:00,   49.17,   52.89,   43.90,   52.26,   55.49,   48.56
30/04/2013 02:10:00,   50.94,   55.17,   45.82,   53.74,   57.15,   49.88
30/04/2013 02:15:00,   49.56,   54.43,   43.00,   52.09,   56.09,   47.15
30/04/2013 02:20:00,   52.25,   59.48,   44.16,   54.04,   60.17,   47.82
30/04/2013 02:25:00,   47.04,   50.95,   42.37,   50.47,   52.93,   46.90
30/04/2013 02:30:00,   48.88,   55.41,   42.96,   52.16,   57.04,   48.08
30/04/2013 02:35:00,   46.36,   49.86,   41.85,   49.90,   51.94,   46.78
30/04/2013 02:40:00,   47.46,   52.27,   43.52,   50.80,   53.78,   47.78
30/04/2013 02:45:00,   46.74,   49.93,   42.30,   50.70,   53.19,   46.99
30/04/2013 02:50:00,   46.18,   48.16,   42.79,   50.69,   52.19,   47.25
30/04/2013 02:55:00,   46.87,   49.20,   42.18,   50.96,   53.01,   47.05
30/04/2013 03:00:00,   49.36,   52.97,   43.79,   52.74,   55.96,   48.05
30/04/2013 03:05:00,   46.93,   49.39,   41.66,   50.84,   53.18,   46.55
30/04/2013 03:10:00,   50.68,   56.78,   43.08,   53.43,   58.77,   48.07
30/04/2013 03:15:00,   49.94,   54.51,   43.91,   53.19,   56.95,   48.45
30/04/2013 03:20:00,   49.98,   53.75,   44.73,   53.71,   56.07,   49.67
30/04/2013 03:25:00,   48.56,   53.69,   42.95,   52.23,   56.64,   47.47
30/04/2013 03:30:00,   47.76,   50.94,   43.69,   51.74,   54.01,   48.36
30/04/2013 03:35:00,   50.13,   55.09,   44.96,   53.29,   57.43,   49.19
30/04/2013 03:40:00,   49.63,   53.34,   45.98,   53.00,   56.09,   50.05
30/04/2013 03:45:00,   47.87,   48.94,   45.37,   52.19,   53.23,   50.21
30/04/2013 03:50:00,   49.81,   54.66,   45.49,   53.41,   57.47,   50.06
30/04/2013 03:55:00,   49.80,   53.87,   44.64,   53.10,   55.89,   49.16
30/04/2013 04:00:00,   50.62,   54.84,   45.95,   53.93,   57.82,   50.22
30/04/2013 04:05:00,   50.12,   52.62,   45.97,   53.50,   55.87,   50.16
30/04/2013 04:10:00,   50.84,   54.18,   47.07,   53.83,   56.93,   51.01
30/04/2013 04:15:00,   50.50,   54.96,   46.50,   54.07,   57.65,   50.67
30/04/2013 04:20:00,   50.42,   53.72,   46.42,   54.07,   55.90,   51.18
30/04/2013 04:25:00,   48.10,   49.88,   45.77,   52.56,   54.04,   50.54
30/04/2013 04:30:00,   50.16,   53.49,   46.46,   53.40,   55.65,   50.31
30/04/2013 04:35:00,   50.76,   54.93,   47.10,   53.89,   56.90,   51.18
30/04/2013 04:40:00,   51.31,   54.15,   48.29,   54.77,   57.46,   51.88
30/04/2013 04:45:00,   51.08,   53.49,   47.91,   54.24,   56.77,   51.44
30/04/2013 04:50:00,   52.38,   56.04,   48.68,   54.84,   57.66,   52.10
30/04/2013 04:55:00,   53.70,   57.59,   49.34,   55.82,   59.38,   52.68
30/04/2013 05:00:00,   52.10,   54.61,   48.95,   54.36,   56.48,   52.05
30/04/2013 05:05:00,   54.17,   58.02,   50.12,   55.65,   58.39,   52.59
30/04/2013 05:10:00,   53.31,   56.35,   49.58,   54.90,   57.16,   52.72
30/04/2013 05:15:00,   52.92,   56.17,   48.96,   55.15,   57.22,   52.31
30/04/2013 05:20:00,   53.15,   56.35,   49.60,   55.62,   58.45,   52.73
30/04/2013 05:25:00,   53.15,   56.60,   49.69,   55.85,   58.60,   53.18
30/04/2013 05:30:00,   54.76,   59.63,   49.05,   57.50,   60.63,   53.27
30/04/2013 05:35:00,   53.31,   56.96,   49.43,   55.99,   58.64,   52.72
