# noise_analysis run from DCC-NOISE-001003 at Thu Apr 18 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
18/04/2013 00:05:00,   64.95,   69.59,   57.45,   73.62,   80.37,   62.56
18/04/2013 00:10:00,   65.24,   68.92,   58.00,   73.56,   79.27,   63.66
18/04/2013 00:15:00,   62.50,   66.76,   56.62,   71.25,   77.80,   61.88
18/04/2013 00:20:00,   64.60,   69.37,   54.99,   73.59,   80.77,   60.61
18/04/2013 00:25:00,   61.18,   64.44,   54.96,   69.87,   75.01,   61.24
18/04/2013 00:30:00,   65.41,   70.16,   56.56,   74.35,   80.15,   62.09
18/04/2013 00:35:00,   63.97,   68.19,   56.21,   72.74,   78.84,   61.93
18/04/2013 00:40:00,   65.07,   69.09,   57.63,   74.19,   79.35,   62.90
18/04/2013 00:45:00,   63.14,   66.84,   58.05,   71.14,   77.51,   63.59
18/04/2013 00:50:00,   65.61,   69.57,   59.75,   73.78,   79.21,   65.20
18/04/2013 00:55:00,   66.04,   70.77,   58.43,   74.82,   80.76,   63.64
18/04/2013 01:00:00,   63.55,   68.41,   57.17,   71.40,   77.23,   62.02
18/04/2013 01:05:00,   64.01,   67.59,   58.41,   72.50,   78.01,   63.89
18/04/2013 01:10:00,   62.69,   66.96,   56.21,   69.93,   74.45,   61.47
18/04/2013 01:15:00,   62.75,   67.32,   56.86,   71.32,   77.60,   61.95
18/04/2013 01:20:00,   64.23,   67.83,   57.54,   72.39,   76.89,   62.66
18/04/2013 01:25:00,   65.03,   69.17,   57.91,   73.89,   81.29,   63.46
18/04/2013 01:30:00,   63.02,   67.34,   56.87,   70.96,   77.50,   61.71
18/04/2013 01:35:00,   62.62,   67.54,   56.48,   70.50,   74.97,   61.81
18/04/2013 01:40:00,   61.93,   64.89,   55.47,   70.62,   74.89,   60.47
18/04/2013 01:45:00,   62.85,   66.67,   54.81,   71.32,   76.98,   59.97
18/04/2013 01:50:00,   58.80,   62.90,   53.62,   66.56,   70.47,   58.54
18/04/2013 01:55:00,   63.63,   67.97,   56.73,   72.99,   78.13,   62.07
18/04/2013 02:00:00,   60.95,   65.60,   54.50,   68.53,   74.02,   59.51
18/04/2013 02:05:00,   62.63,   67.55,   55.64,   70.92,   76.19,   61.70
18/04/2013 02:10:00,   64.60,   68.66,   56.58,   74.42,   81.13,   61.92
18/04/2013 02:15:00,   63.98,   68.80,   55.58,   73.39,   79.99,   60.81
18/04/2013 02:20:00,   60.25,   64.75,   54.77,   67.56,   72.54,   59.23
18/04/2013 02:25:00,   65.85,   72.97,   54.52,   76.55,   85.06,   60.84
18/04/2013 02:30:00,   65.62,   72.00,   55.46,   76.12,   83.75,   61.79
18/04/2013 02:35:00,   63.65,   70.76,   53.43,   74.15,   82.11,   60.42
18/04/2013 02:40:00,   62.22,   67.75,   54.27,   72.48,   80.06,   59.41
18/04/2013 02:45:00,   63.75,   70.71,   53.31,   74.64,   82.72,   59.13
18/04/2013 02:50:00,   62.74,   69.01,   52.42,   73.45,   81.70,   58.47
18/04/2013 02:55:00,   63.77,   68.74,   53.45,   74.81,   81.62,   59.49
18/04/2013 03:00:00,   64.50,   71.05,   52.22,   75.53,   82.90,   58.07
