# noise_analysis run from DCC-NOISE-001003 at Sun Apr 28 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
28/04/2013 00:05:00,   53.53,   57.11,   46.78,   57.35,   60.65,   49.27
28/04/2013 00:10:00,   53.01,   57.70,   44.19,   55.52,   59.73,   47.50
28/04/2013 00:15:00,   53.94,   59.02,   45.28,   56.49,   61.19,   48.15
28/04/2013 00:20:00,   50.55,   56.23,   43.61,   52.95,   57.95,   46.70
28/04/2013 00:25:00,   54.46,   58.53,   47.44,   57.57,   61.68,   50.26
28/04/2013 00:30:00,   54.39,   58.24,   48.35,   57.36,   60.80,   52.36
28/04/2013 00:35:00,   53.59,   57.67,   47.10,   55.87,   59.74,   49.58
28/04/2013 00:40:00,   53.67,   58.32,   47.46,   55.90,   59.98,   50.35
28/04/2013 00:45:00,   53.66,   59.08,   45.82,   55.97,   60.71,   48.85
28/04/2013 00:50:00,   52.76,   57.74,   45.58,   54.86,   58.91,   48.36
28/04/2013 00:55:00,   54.40,   57.51,   48.76,   58.62,   60.58,   53.19
28/04/2013 01:00:00,   55.13,   59.55,   46.92,   57.07,   61.46,   49.78
28/04/2013 01:05:00,   54.05,   58.79,   45.87,   56.50,   60.35,   49.60
28/04/2013 01:10:00,   53.87,   58.36,   46.58,   56.26,   60.46,   49.46
28/04/2013 01:15:00,   54.22,   58.78,   46.16,   56.60,   60.20,   49.62
28/04/2013 01:20:00,   54.43,   58.39,   47.05,   58.83,   62.58,   50.83
28/04/2013 01:25:00,   54.51,   59.39,   47.15,   56.89,   61.68,   49.45
28/04/2013 01:30:00,   53.68,   58.57,   44.40,   56.04,   60.77,   47.77
