# noise_analysis run from DCC-NOISE-001003 at Sun Apr 14 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
14/04/2013 00:05:00,   58.38,   62.28,   51.92,   67.49,   74.01,   55.49
14/04/2013 00:10:00,   55.11,   59.23,   49.14,   62.40,   68.52,   52.88
14/04/2013 00:15:00,   58.25,   61.37,   52.46,   66.94,   71.66,   58.01
14/04/2013 00:20:00,   55.78,   59.65,   51.41,   64.84,   70.78,   56.43
14/04/2013 00:25:00,   55.52,   59.56,   49.97,   62.16,   67.94,   53.74
14/04/2013 00:30:00,   57.48,   61.10,   51.15,   66.35,   71.97,   55.98
14/04/2013 00:35:00,   57.95,   62.27,   49.45,   68.29,   74.80,   54.41
14/04/2013 00:40:00,   56.89,   61.16,   50.11,   64.43,   70.61,   54.72
14/04/2013 00:45:00,   55.72,   59.85,   49.44,   61.59,   66.04,   53.69
14/04/2013 00:50:00,   56.13,   60.15,   48.39,   64.92,   70.70,   52.47
14/04/2013 00:55:00,   54.88,   59.51,   48.22,   59.62,   64.36,   52.36
14/04/2013 01:00:00,   55.48,   59.55,   50.66,   61.81,   66.79,   54.93
14/04/2013 01:05:00,   58.23,   61.18,   52.28,   66.28,   71.02,   56.68
14/04/2013 01:10:00,   55.00,   58.88,   48.79,   62.22,   67.34,   54.32
14/04/2013 01:15:00,   57.46,   60.68,   52.20,   67.08,   72.40,   57.07
14/04/2013 01:20:00,   56.59,   61.04,   48.47,   64.57,   70.64,   53.24
14/04/2013 01:25:00,   57.22,   61.26,   49.94,   64.63,   70.39,   54.70
14/04/2013 01:30:00,   56.79,   60.38,   49.87,   66.19,   72.87,   54.28
14/04/2013 01:35:00,   57.52,   61.75,   51.27,   64.13,   68.04,   55.99
14/04/2013 01:40:00,   56.34,   59.64,   52.33,   64.52,   69.31,   57.28
14/04/2013 01:45:00,   57.84,   61.66,   51.56,   66.45,   72.97,   56.11
14/04/2013 01:50:00,   55.70,   59.62,   49.61,   62.29,   66.80,   54.84
14/04/2013 01:55:00,   57.01,   60.31,   51.79,   63.92,   68.01,   56.61
14/04/2013 02:00:00,   55.87,   59.25,   50.14,   63.69,   69.25,   55.55
14/04/2013 02:05:00,   58.15,   61.86,   49.61,   66.18,   73.56,   54.30
14/04/2013 02:10:00,   56.17,   59.16,   51.40,   63.25,   68.39,   54.75
14/04/2013 02:15:00,   58.22,   61.58,   51.71,   64.45,   69.52,   55.84
14/04/2013 02:20:00,   55.86,   59.36,   48.95,   65.23,   71.89,   55.23
