# noise_analysis run from DCC-NOISE-001003 at Mon Apr 22 00:00:00 2013
# Monitoring unit located at 53.342609N 6.340721W
# logfile   = /home/root/noise_analysis.log
# cfg_dir   = /home/root/config
# outputdir = /home/root/noise
# Sensitivity = -26.271103
# Gain = 1.000000
# Time should be in local format (i.e. daylight savings time)
# dd/mm/yyyy hh:mm:ss, A Leq,   A L10,   A L95,   C Leq,   C L10,   C L95
22/04/2013 00:05:00,   55.32,   60.93,   45.59,   59.23,   65.85,   49.56
22/04/2013 00:10:00,   53.71,   59.06,   46.47,   55.63,   60.38,   49.99
22/04/2013 00:15:00,   53.36,   57.65,   47.43,   55.73,   59.14,   50.75
22/04/2013 00:20:00,   55.49,   60.84,   47.30,   57.22,   61.99,   50.60
22/04/2013 00:25:00,   54.37,   58.31,   47.45,   56.87,   60.29,   51.02
22/04/2013 00:30:00,   55.91,   60.18,   48.12,   57.77,   61.46,   50.85
22/04/2013 00:35:00,   54.29,   58.61,   47.06,   56.84,   60.97,   50.17
22/04/2013 00:40:00,   53.69,   58.56,   46.37,   55.65,   59.93,   49.19
22/04/2013 00:45:00,   55.26,   59.74,   48.28,   57.21,   61.17,   51.34
22/04/2013 00:50:00,   53.07,   57.51,   45.49,   55.34,   59.85,   48.94
22/04/2013 00:55:00,   53.32,   58.01,   46.03,   55.30,   59.38,   49.76
22/04/2013 01:00:00,   53.61,   59.16,   45.29,   55.35,   60.03,   48.89
22/04/2013 01:05:00,   52.28,   57.95,   44.19,   54.86,   59.63,   48.25
22/04/2013 01:10:00,   53.02,   58.86,   45.09,   55.66,   60.34,   48.57
22/04/2013 01:15:00,   51.07,   56.88,   42.52,   53.62,   59.59,   46.68
22/04/2013 01:20:00,   50.67,   57.01,   43.06,   53.03,   58.01,   47.55
22/04/2013 01:25:00,   51.10,   57.51,   42.30,   53.97,   59.44,   46.56
22/04/2013 01:30:00,   50.53,   55.76,   43.47,   54.12,   58.11,   47.97
22/04/2013 01:35:00,   49.96,   55.52,   42.70,   52.47,   57.42,   46.52
22/04/2013 01:40:00,   49.32,   55.37,   42.33,   52.42,   57.20,   46.41
22/04/2013 01:45:00,   47.70,   53.93,   41.36,   51.55,   57.57,   46.21
22/04/2013 01:50:00,   50.80,   57.49,   41.97,   52.93,   58.31,   45.99
22/04/2013 01:55:00,   50.45,   56.11,   42.10,   52.95,   57.92,   46.65
22/04/2013 02:00:00,   50.18,   55.85,   42.91,   52.28,   57.41,   46.59
22/04/2013 02:05:00,   47.78,   53.78,   41.22,   51.47,   56.90,   45.59
22/04/2013 02:10:00,   45.90,   51.47,   40.76,   49.56,   53.74,   45.12
22/04/2013 02:15:00,   47.96,   52.96,   40.09,   51.89,   56.39,   45.07
22/04/2013 02:20:00,   50.89,   57.80,   40.41,   52.96,   58.92,   45.18
22/04/2013 02:25:00,   47.20,   53.71,   39.22,   49.99,   55.54,   43.82
22/04/2013 02:30:00,   46.25,   51.62,   40.16,   49.47,   53.60,   44.95
22/04/2013 02:35:00,   45.79,   49.80,   40.15,   49.36,   52.26,   44.88
22/04/2013 02:40:00,   45.39,   50.72,   38.81,   48.75,   53.02,   44.07
22/04/2013 02:45:00,   47.58,   54.67,   40.05,   51.44,   57.87,   44.70
22/04/2013 02:50:00,   48.88,   54.53,   42.24,   53.49,   58.39,   47.08
22/04/2013 02:55:00,   46.38,   50.83,   40.38,   50.14,   53.79,   45.84
22/04/2013 03:00:00,   45.70,   52.90,   38.15,   48.92,   55.20,   43.03
22/04/2013 03:05:00,   49.31,   56.69,   40.94,   51.82,   58.63,   44.99
22/04/2013 03:10:00,   49.70,   55.98,   41.05,   52.45,   58.44,   44.99
